source_file,timestamp,strategy,seed,comms_dropout,grid_size,n_steps,actual_n_steps,n_drones,n_ground,n_survivors,sim_step_seconds,actual_duration_seconds,terrain_source,survivor_recall,time_to_verification,false_positive_trips,hazard_exposure,ugv_travel_cost,n_frames,peak_fire_cells,final_fire_cells,peak_smoke_cells,final_smoke_cells,steps_to_first_scouted,steps_to_first_found,final_scouted,final_found,mean_comms_uptime,total_drone_path_len
ant_colony__d0p0__s0__20260615-073351-106381.json,20260615-073351-106381,ant_colony,0,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,36,0.0,501,1934,1792,4905,4905,,,0,0,1.0,38.6623
ant_colony__d0p0__s10__20260615-074520-787220.json,20260615-074520-787220,ant_colony,10,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,2.684652521740645,501,453,16,610,104,162,,1,0,1.0,38.8498
ant_colony__d0p0__s11__20260615-074639-119720.json,20260615-074639-119720,ant_colony,11,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,229.0,0,184,2.1722115631950096,501,1733,1690,3690,3690,34,263,1,1,1.0,38.5186
ant_colony__d0p0__s12__20260615-074756-858797.json,20260615-074756-858797,ant_colony,12,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,1.554317709757015,501,488,70,827,621,313,,1,0,1.0,39.0466
ant_colony__d0p0__s13__20260615-074904-075554.json,20260615-074904-075554,ant_colony,13,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,210.0,0,0,4.182136871851981,501,443,54,908,489,149,395,3,2,1.0,39.421
ant_colony__d0p0__s14__20260615-075009-937949.json,20260615-075009-937949,ant_colony,14,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,2.6245460445061326,501,2134,1275,4783,4783,201,,1,0,1.0,39.0911
ant_colony__d0p0__s15__20260615-075124-100083.json,20260615-075124-100083,ant_colony,15,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.6,129.0,0,7,3.421506809461425,501,2201,1697,5481,5469,83,167,3,3,1.0,38.5212
ant_colony__d0p0__s16__20260615-075226-523833.json,20260615-075226-523833,ant_colony,16,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,167.5,0,57,5.213640768546611,501,486,111,946,625,94,217,3,2,1.0,38.7693
ant_colony__d0p0__s1__20260615-073510-504386.json,20260615-073510-504386,ant_colony,1,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,150.5,0,47,5.904071791563183,501,1897,1878,4699,4699,39,250,3,2,1.0,38.9157
ant_colony__d0p0__s2__20260615-073617-640954.json,20260615-073617-640954,ant_colony,2,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.6,241.66666666666666,0,17,6.004420227371156,501,451,367,1135,1024,85,245,4,3,1.0,38.9859
ant_colony__d0p0__s3__20260615-073711-250590.json,20260615-073711-250590,ant_colony,3,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,276.0,0,0,2.72949402818125,501,443,127,811,559,90,366,2,1,1.0,39.0565
ant_colony__d0p0__s4__20260615-073815-014860.json,20260615-073815-014860,ant_colony,4,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,253.0,0,0,4.540525202953148,501,439,105,847,512,36,279,2,2,1.0,38.8061
ant_colony__d0p0__s5__20260615-073939-761610.json,20260615-073939-761610,ant_colony,5,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,65.0,0,0,1.7112221738539688,501,1983,1472,4387,4387,199,307,3,2,1.0,38.1141
ant_colony__d0p0__s6__20260615-074054-885912.json,20260615-074054-885912,ant_colony,6,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,223.0,0,105,2.1201359828586988,501,447,146,1126,564,154,377,1,1,1.0,39.4957
ant_colony__d0p0__s7__20260615-074211-337423.json,20260615-074211-337423,ant_colony,7,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,53.5,0,6,3.9848596388474107,501,1963,1942,4167,4167,161,373,3,2,1.0,38.5155
ant_colony__d0p0__s8__20260615-074310-215714.json,20260615-074310-215714,ant_colony,8,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,309.0,0,0,2.6824748576457296,501,1897,1448,3785,3785,113,422,1,1,1.0,39.3104
ant_colony__d0p0__s9__20260615-074408-663914.json,20260615-074408-663914,ant_colony,9,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,0.13043342111632228,501,590,219,1400,1080,485,,1,0,1.0,38.9597
ant_colony__d0p2__s0__20260615-075426-616140.json,20260615-075426-616140,ant_colony,0,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,193.0,0,0,3.9391156466133177,501,1901,1701,4415,4415,61,231,2,2,0.7972,39.1325
ant_colony__d0p2__s10__20260615-081719-214705.json,20260615-081719-214705,ant_colony,10,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,180.0,0,0,6.112833791645244,501,480,16,696,83,113,234,3,2,0.8092,38.7808
ant_colony__d0p2__s11__20260615-081913-260277.json,20260615-081913-260277,ant_colony,11,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,276.0,0,0,4.693255650810897,501,424,26,542,255,191,467,2,1,0.7924,38.5971
ant_colony__d0p2__s12__20260615-082148-007133.json,20260615-082148-007133,ant_colony,12,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,158.5,0,6,5.3331927596743185,501,855,855,1935,1935,45,254,4,2,0.8128,38.5377
ant_colony__d0p2__s13__20260615-082331-983738.json,20260615-082331-983738,ant_colony,13,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,59.0,0,351,1.417535639026113,501,1736,1570,4170,4170,39,98,1,1,0.7996,38.7232
ant_colony__d0p2__s14__20260615-082522-690462.json,20260615-082522-690462,ant_colony,14,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,0.8730291412211955,501,474,102,856,303,436,,1,0,0.7952,38.2607
ant_colony__d0p2__s15__20260615-082752-995874.json,20260615-082752-995874,ant_colony,15,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,341.0,0,0,5.816908479435369,501,1555,1553,2708,2708,150,491,1,1,0.7916,38.9066
ant_colony__d0p2__s16__20260615-082936-435973.json,20260615-082936-435973,ant_colony,16,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,131.0,0,0,1.9723608217843385,501,456,147,1103,574,20,151,2,1,0.804,38.4318
ant_colony__d0p2__s1__20260615-075915-197956.json,20260615-075915-197956,ant_colony,1,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,253.0,0,0,4.131537462119013,501,508,106,1098,703,216,469,4,1,0.816,38.3374
ant_colony__d0p2__s2__20260615-080233-370817.json,20260615-080233-370817,ant_colony,2,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,324.0,0,0,4.547353963269899,501,2068,1808,5205,5205,95,419,3,1,0.8028,38.2705
ant_colony__d0p2__s3__20260615-080435-698139.json,20260615-080435-698139,ant_colony,3,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.6,226.66666666666666,0,29,7.345731734531,501,2318,1873,6104,6098,31,295,4,3,0.7888,38.7682
ant_colony__d0p2__s4__20260615-080609-501998.json,20260615-080609-501998,ant_colony,4,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,107.5,0,14,5.347939851693809,501,1891,1528,4816,4803,161,323,3,2,0.8048,39.006
ant_colony__d0p2__s5__20260615-080811-334216.json,20260615-080811-334216,ant_colony,5,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,85.5,0,0,2.36850408403879,501,1957,1901,3885,3885,16,38,2,2,0.798,38.8867
ant_colony__d0p2__s6__20260615-081024-555569.json,20260615-081024-555569,ant_colony,6,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.4,118.0,0,3,4.604914433408069,501,635,186,1436,1353,171,205,4,2,0.8088,39.0106
ant_colony__d0p2__s7__20260615-081129-412050.json,20260615-081129-412050,ant_colony,7,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,80.0,0,0,2.0444181514903903,501,449,150,947,742,396,497,2,1,0.7832,38.6897
ant_colony__d0p2__s8__20260615-081301-435343.json,20260615-081301-435343,ant_colony,8,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,44.0,0,0,0.8977852682799963,501,454,333,848,835,225,269,1,1,0.7944,38.3143
ant_colony__d0p2__s9__20260615-081523-500511.json,20260615-081523-500511,ant_colony,9,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,253.0,0,9,3.875909856520593,501,900,898,2266,2266,231,484,2,1,0.8152,38.8907
ant_colony__d0p4__s0__20260615-083129-466150.json,20260615-083129-466150,ant_colony,0,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.8,125.5,0,0,5.427559170149948,501,1901,1701,4415,4415,61,233,4,4,0.5976,39.381
ant_colony__d0p4__s10__20260615-085336-143430.json,20260615-085336-143430,ant_colony,10,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,180.0,0,0,5.760064223897643,501,480,16,696,83,113,234,3,2,0.602,39.1631
ant_colony__d0p4__s11__20260615-085524-625483.json,20260615-085524-625483,ant_colony,11,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,224.0,0,0,4.712731856468682,501,424,26,542,255,191,415,2,1,0.5892,38.5971
ant_colony__d0p4__s12__20260615-085713-829963.json,20260615-085713-829963,ant_colony,12,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,209.0,0,62,5.244389690812973,501,855,855,1935,1935,45,254,2,1,0.6088,38.4838
ant_colony__d0p4__s13__20260615-085832-609296.json,20260615-085832-609296,ant_colony,13,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,59.0,0,333,1.8755683880196443,501,1736,1570,4170,4170,39,98,3,1,0.612,38.5716
ant_colony__d0p4__s14__20260615-090023-114543.json,20260615-090023-114543,ant_colony,14,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,1.7156311301514506,501,474,102,856,303,388,,1,0,0.6136,38.2087
ant_colony__d0p4__s15__20260615-090245-881175.json,20260615-090245-881175,ant_colony,15,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,341.0,0,0,6.673716617515311,501,1555,1553,2708,2708,150,491,1,1,0.5936,38.9066
ant_colony__d0p4__s16__20260615-090511-911310.json,20260615-090511-911310,ant_colony,16,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,95.5,0,0,5.439460761397175,501,456,147,1103,574,20,113,3,2,0.6056,38.4197
ant_colony__d0p4__s1__20260615-083652-491472.json,20260615-083652-491472,ant_colony,1,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,3.804697482381016,501,508,106,1098,703,216,,4,0,0.6056,38.3374
ant_colony__d0p4__s2__20260615-083942-472129.json,20260615-083942-472129,ant_colony,2,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,267.0,0,0,4.165683521071713,501,2068,1808,5205,5205,95,362,3,1,0.602,38.2705
ant_colony__d0p4__s3__20260615-084054-148054.json,20260615-084054-148054,ant_colony,3,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.6,190.33333333333334,0,29,6.705901849290456,501,2318,1873,6104,6098,31,236,4,3,0.5868,38.5089
ant_colony__d0p4__s4__20260615-084245-656656.json,20260615-084245-656656,ant_colony,4,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,4,5.38621813012287,501,1891,1528,4816,4803,161,,2,0,0.5952,38.7665
ant_colony__d0p4__s5__20260615-084431-719549.json,20260615-084431-719549,ant_colony,5,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,85.5,0,0,2.506057462750019,501,1957,1901,3885,3885,16,38,2,2,0.6012,38.9019
ant_colony__d0p4__s6__20260615-084617-164539.json,20260615-084617-164539,ant_colony,6,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,115.5,0,12,3.7382050272424863,501,635,186,1436,1353,210,374,2,2,0.6072,39.1607
ant_colony__d0p4__s7__20260615-084721-710862.json,20260615-084721-710862,ant_colony,7,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.2,76.0,0,0,2.0480738733895123,501,449,150,947,742,396,493,2,1,0.5812,38.7226
ant_colony__d0p4__s8__20260615-084909-262360.json,20260615-084909-262360,ant_colony,8,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,35.5,0,0,1.600385367991585,501,454,333,848,835,225,257,2,2,0.6072,38.1252
ant_colony__d0p4__s9__20260615-085126-585716.json,20260615-085126-585716,ant_colony,9,0.4,128,500,500,3,2,5,2.0,1000.0,real,0.4,223.0,0,11,3.959942567627877,501,900,898,2266,2266,231,454,2,2,0.6048,39.4413
ant_colony__d0p6__s0__20260615-090654-354466.json,20260615-090654-354466,ant_colony,0,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.8,93.0,0,0,5.876115917527457,501,1901,1701,4415,4415,61,214,5,4,0.3888,38.8208
ant_colony__d0p6__s10__20260615-092647-687075.json,20260615-092647-687075,ant_colony,10,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,178.5,0,0,6.034732672254904,501,480,16,696,83,113,238,2,2,0.3952,39.1381
ant_colony__d0p6__s11__20260615-092806-479358.json,20260615-092806-479358,ant_colony,11,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,200.0,0,0,4.127082774923238,501,424,26,542,255,191,391,2,1,0.386,38.5971
ant_colony__d0p6__s12__20260615-092954-056414.json,20260615-092954-056414,ant_colony,12,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,128.0,0,9,4.475128420365529,501,855,855,1935,1935,45,254,2,2,0.4192,38.8197
ant_colony__d0p6__s13__20260615-093122-440948.json,20260615-093122-440948,ant_colony,13,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,59.0,0,405,1.4901739020862976,501,1736,1570,4170,4170,39,98,1,1,0.414,38.6779
ant_colony__d0p6__s14__20260615-093259-837654.json,20260615-093259-837654,ant_colony,14,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,2.0411003078334033,501,474,102,856,303,369,,1,0,0.404,38.5455
ant_colony__d0p6__s15__20260615-093459-281421.json,20260615-093459-281421,ant_colony,15,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,321.0,0,0,6.626069580705462,501,1555,1553,2708,2708,150,471,1,1,0.3964,38.9066
ant_colony__d0p6__s16__20260615-093622-754882.json,20260615-093622-754882,ant_colony,16,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,112.0,0,0,3.571309679764852,501,456,147,1103,574,20,113,2,2,0.406,38.2467
ant_colony__d0p6__s1__20260615-091243-708848.json,20260615-091243-708848,ant_colony,1,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,3.739604120142758,501,508,106,1098,703,216,,4,0,0.4088,38.3374
ant_colony__d0p6__s2__20260615-091447-506216.json,20260615-091447-506216,ant_colony,2,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,231.0,0,0,3.8238673232957296,501,2068,1808,5205,5205,95,326,3,1,0.3904,38.2705
ant_colony__d0p6__s3__20260615-091624-032217.json,20260615-091624-032217,ant_colony,3,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.6,237.33333333333334,0,42,7.762139331316575,501,2318,1873,6104,6098,31,238,5,3,0.3848,39.0946
ant_colony__d0p6__s4__20260615-091754-854892.json,20260615-091754-854892,ant_colony,4,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,317.0,0,44,5.9505311739631,501,1891,1528,4816,4803,161,478,2,1,0.4072,38.8971
ant_colony__d0p6__s5__20260615-091928-618174.json,20260615-091928-618174,ant_colony,5,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,85.5,0,0,2.5890359655045376,501,1957,1901,3885,3885,16,38,2,2,0.4052,39.0756
ant_colony__d0p6__s6__20260615-092043-422042.json,20260615-092043-422042,ant_colony,6,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,101.5,0,12,3.5683501641704822,501,635,186,1436,1353,210,358,2,2,0.3996,39.2817
ant_colony__d0p6__s7__20260615-092149-090227.json,20260615-092149-090227,ant_colony,7,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,74.0,0,0,2.072330904658884,501,449,150,947,742,396,491,2,1,0.3796,38.7226
ant_colony__d0p6__s8__20260615-092311-765198.json,20260615-092311-765198,ant_colony,8,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.2,33.0,0,0,0.9087978978005538,501,454,333,848,835,225,258,1,1,0.4196,38.3931
ant_colony__d0p6__s9__20260615-092519-839555.json,20260615-092519-839555,ant_colony,9,0.6,128,500,500,3,2,5,2.0,1000.0,real,0.4,214.0,0,9,3.8680269677206525,501,900,898,2266,2266,231,448,2,2,0.4104,39.0048
ant_colony__d0p8__s0__20260615-093739-508359.json,20260615-093739-508359,ant_colony,0,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.6,108.66666666666667,0,0,4.183563042067078,501,1901,1701,4415,4415,61,215,3,3,0.2032,38.7836
ant_colony__d0p8__s10__20260615-095447-137157.json,20260615-095447-137157,ant_colony,10,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,172.0,0,0,6.62320848274976,501,480,16,696,83,113,238,3,2,0.1992,39.2164
ant_colony__d0p8__s11__20260615-095557-723295.json,20260615-095557-723295,ant_colony,11,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,203.0,0,0,4.761707968719058,501,424,26,542,255,191,394,2,1,0.1992,38.5971
ant_colony__d0p8__s12__20260615-095715-402526.json,20260615-095715-402526,ant_colony,12,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,210.0,0,12,4.169558153949511,501,855,855,1935,1935,45,255,2,1,0.218,38.5752
ant_colony__d0p8__s13__20260615-095822-348567.json,20260615-095822-348567,ant_colony,13,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,47.5,0,364,2.0520010211533375,501,1736,1570,4170,4170,39,101,3,2,0.2024,38.4807
ant_colony__d0p8__s14__20260615-095940-362027.json,20260615-095940-362027,ant_colony,14,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,113.0,0,0,4.732887810301129,501,474,102,856,303,152,242,3,2,0.1824,39.0673
ant_colony__d0p8__s15__20260615-100102-987642.json,20260615-100102-987642,ant_colony,15,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,302.0,0,0,6.587139576738565,501,1555,1553,2708,2708,150,452,1,1,0.1892,38.9066
ant_colony__d0p8__s16__20260615-100220-939214.json,20260615-100220-939214,ant_colony,16,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,108.0,0,0,3.5138731723559236,501,456,147,1103,574,20,110,2,2,0.2044,38.4203
ant_colony__d0p8__s1__20260615-094322-283526.json,20260615-094322-283526,ant_colony,1,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,3.7760163620114326,501,508,106,1098,703,216,,4,0,0.2008,38.3374
ant_colony__d0p8__s2__20260615-094446-255604.json,20260615-094446-255604,ant_colony,2,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,232.0,0,0,3.7649565682245907,501,2068,1808,5205,5205,95,327,3,1,0.1888,38.2705
ant_colony__d0p8__s3__20260615-094609-562538.json,20260615-094609-562538,ant_colony,3,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.6,241.0,0,36,8.022322002565488,501,2318,1873,6104,6098,31,240,4,3,0.1912,38.808
ant_colony__d0p8__s4__20260615-094733-618382.json,20260615-094733-618382,ant_colony,4,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,300.0,0,36,6.133983239997178,501,1891,1528,4816,4803,161,461,3,1,0.2092,38.8327
ant_colony__d0p8__s5__20260615-094849-377155.json,20260615-094849-377155,ant_colony,5,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.6,90.66666666666667,0,0,2.9399696855355337,501,1957,1901,3885,3885,16,50,3,3,0.1992,38.6261
ant_colony__d0p8__s6__20260615-094954-294915.json,20260615-094954-294915,ant_colony,6,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,77.5,0,0,2.8548165228630378,501,635,186,1436,1353,144,177,2,2,0.1904,39.1343
ant_colony__d0p8__s7__20260615-095057-121093.json,20260615-095057-121093,ant_colony,7,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.2,77.0,0,0,2.0457337321713567,501,449,150,947,742,396,494,2,1,0.1892,39.1611
ant_colony__d0p8__s8__20260615-095207-134390.json,20260615-095207-134390,ant_colony,8,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,84.5,0,0,2.282980511260229,501,454,333,848,835,160,274,2,2,0.2072,38.1572
ant_colony__d0p8__s9__20260615-095328-922362.json,20260615-095328-922362,ant_colony,9,0.8,128,500,500,3,2,5,2.0,1000.0,real,0.4,206.5,0,3,3.751795800345917,501,900,898,2266,2266,231,441,2,2,0.1944,39.3806
highest_confidence__d0p0__s0__20260615-044331-515966.json,20260615-044331-515966,highest_confidence,0,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,123,7.383978134486824,501,1762,1719,4595,4595,189,,2,0,1.0,45.6345
highest_confidence__d0p0__s10__20260615-050148-752955.json,20260615-050148-752955,highest_confidence,10,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,354.0,0,13,9.022429921198636,501,468,66,642,304,83,416,2,2,1.0,45.8515
highest_confidence__d0p0__s11__20260615-050857-649001.json,20260615-050857-649001,highest_confidence,11,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,237,6.9061796413734555,501,1929,1883,4396,4396,247,,1,0,1.0,45.6238
highest_confidence__d0p0__s12__20260615-051058-668367.json,20260615-051058-668367,highest_confidence,12,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.781698599457741,501,457,64,764,604,348,,1,0,1.0,45.6969
highest_confidence__d0p0__s13__20260615-051252-163182.json,20260615-051252-163182,highest_confidence,13,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,111.0,0,0,6.840562725439668,501,441,145,853,686,296,442,2,1,1.0,45.7838
highest_confidence__d0p0__s14__20260615-051428-584990.json,20260615-051428-584990,highest_confidence,14,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,54.0,0,20,7.525006922194734,501,1980,1402,5220,5220,255,341,2,2,1.0,45.8196
highest_confidence__d0p0__s15__20260615-051646-769988.json,20260615-051646-769988,highest_confidence,15,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,119.0,0,254,7.504193904111162,501,1928,1767,5197,5197,199,480,3,1,1.0,45.6368
highest_confidence__d0p0__s16__20260615-051835-634487.json,20260615-051835-634487,highest_confidence,16,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,129.0,0,55,6.261184131726623,501,1570,1569,3663,3663,326,455,1,1,1.0,45.6256
highest_confidence__d0p0__s1__20260615-044540-438704.json,20260615-044540-438704,highest_confidence,1,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,6.071820220910013,501,2083,1998,4850,4850,396,,1,0,1.0,45.7141
highest_confidence__d0p0__s2__20260615-044741-215084.json,20260615-044741-215084,highest_confidence,2,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,176,7.720529496786185,501,437,283,1303,1036,287,,1,0,1.0,45.7388
highest_confidence__d0p0__s3__20260615-044928-065341.json,20260615-044928-065341,highest_confidence,3,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,250.0,0,0,7.679977998603135,501,434,290,927,927,32,294,3,2,1.0,45.7201
highest_confidence__d0p0__s4__20260615-045105-439405.json,20260615-045105-439405,highest_confidence,4,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.4,103.5,0,0,6.946104236412793,501,436,141,832,725,52,83,3,2,1.0,45.6808
highest_confidence__d0p0__s5__20260615-045308-067413.json,20260615-045308-067413,highest_confidence,5,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.8,110.75,0,0,6.988290051696822,501,1816,1406,4117,4104,55,128,4,4,1.0,45.7769
highest_confidence__d0p0__s6__20260615-045456-405828.json,20260615-045456-405828,highest_confidence,6,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,328.0,0,18,9.786015965975821,501,457,113,1173,503,43,423,3,1,1.0,45.823
highest_confidence__d0p0__s7__20260615-045651-680290.json,20260615-045651-680290,highest_confidence,7,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,130.0,0,8,6.408897844608873,501,1858,1858,3507,3507,158,288,2,1,1.0,45.7406
highest_confidence__d0p0__s8__20260615-045807-840625.json,20260615-045807-840625,highest_confidence,8,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.2,145.0,0,0,8.14960805233568,501,2068,1500,4442,4442,4,149,3,1,1.0,45.6344
highest_confidence__d0p0__s9__20260615-045959-789629.json,20260615-045959-789629,highest_confidence,9,0.0,128,500,500,3,2,5,2.0,1000.0,real,0.0,,0,0,5.99331797612831,501,630,630,1924,1922,,,0,0,1.0,45.8398
highest_confidence__d0p2__s0__20260615-052023-253922.json,20260615-052023-253922,highest_confidence,0,0.2,128,500,500,3,2,5,2.0,1000.0,real,0.2,52.0,0,0,5.778196404920891,501,1815,1352,3949,3945,323,425,2,1,0.798,45.7791
